,Channel,B,T,Isotope,G,sigma
40,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",2.154434690031882,0.001,H,1.42693174938354e-19,7.85910574265851e-6
41,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",2.154434690031882,0.001,T,9.18624814400043e-19,8.76332121844929e-5
42,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",3.1622776601683795,0.001,H,2.71289326808319e-20,1.49417903635708e-6
43,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",3.1622776601683795,0.001,T,1.31999746996384e-19,1.25922592722343e-5
44,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",4.6415888336127775,0.001,H,4.91259299332183e-21,2.70570669002488e-7
45,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",4.6415888336127775,0.001,T,1.87380083856766e-20,1.78753266734825e-6
46,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",6.812920690579608,0.001,H,8.53346922137209e-22,4.69997510332631e-8
47,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",6.812920690579608,0.001,T,2.57741573478515e-21,2.45875374182650e-7
48,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",10.0,0.001,H,1.31992353955417e-22,7.26973709433674e-9
49,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",10.0,0.001,T,3.33515782713727e-22,3.18161004310749e-8
50,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.001,0.001,H,1.25483753615870e-16,0.00691126319867000
51,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.001,0.001,T,1.01949053823240e-13,9.72554074922872
52,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.0014677992676220691,0.001,H,2.70128175413999e-16,0.0148778376791124
53,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.0014677992676220691,0.001,T,2.19447520557910e-13,20.9344346363776
54,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.0021544346900318843,0.001,H,5.80528066645062e-16,0.0319737188854035
55,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.0021544346900318843,0.001,T,4.71881475059732e-13,45.0156459760435
56,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.0031622776601683794,0.001,H,1.24710541436252e-15,0.0686867702533864
57,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.0031622776601683794,0.001,T,1.01246428385311e-12,96.5851303222931
58,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.004641588833612777,0.001,H,2.66577440029029e-15,0.146822739819227
59,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.004641588833612777,0.001,T,2.16207753872369e-12,206.253735736546
60,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.006812920690579608,0.001,H,5.64747624736100e-15,0.311045801779497
61,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.006812920690579608,0.001,T,4.57066672053524e-12,436.023717481288
62,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.01,0.001,H,1.17453071798457e-14,0.646895768815094
63,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.01,0.001,T,9.45833955143413e-12,902.288577263334
64,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.01467799267622069,0.001,H,2.33823242133800e-14,1.28782724598753
65,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.01467799267622069,0.001,T,1.87256350201779e-11,1786.35229670380
66,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.021544346900318832,0.001,H,4.35068566109485e-14,2.39622523490590
67,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.021544346900318832,0.001,T,3.39562699766920e-11,3239.29526528718
68,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.03162277660168379,0.001,H,7.03525032147438e-14,3.87480173641283
69,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.03162277660168379,0.001,T,5.24234830182646e-11,5000.99511658645
70,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.046415888336127774,0.001,H,9.19449407892060e-14,5.06404747442912
71,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.046415888336127774,0.001,T,6.26366282022198e-11,5975.28919720205
72,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.06812920690579612,0.001,H,9.36386957182703e-14,5.15733434042966
73,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.06812920690579612,0.001,T,5.37000236709596e-11,5122.77209901296
74,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.1,0.001,H,7.51132062106032e-14,4.13700676668154
75,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.1,0.001,T,3.29215717361540e-11,3140.58910251146
76,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.1467799267622069,0.001,H,5.07181859355167e-14,2.79340330408404
77,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.1467799267622069,0.001,T,1.54368140056747e-11,1472.61164297565
78,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.21544346900318823,0.001,H,3.06458598062680e-14,1.68788067751803
79,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.21544346900318823,0.001,T,6.03483693633837e-12,575.699825925507
80,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.31622776601683794,0.001,H,1.73565897655651e-14,0.955948133878516
81,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.31622776601683794,0.001,T,2.10682386086552e-12,200.982751108418
82,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.46415888336127775,0.001,H,9.44233386541527e-15,0.520055008502286
83,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.46415888336127775,0.001,T,6.86952377877487e-13,65.5325684082424
84,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.6812920690579608,0.001,H,4.90279676792636e-15,0.270031122725694
85,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.6812920690579608,0.001,T,2.15374832351102e-13,20.5459161202285
86,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",1.0,0.001,H,2.46514072693195e-15,0.135772447784290
87,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",1.0,0.001,T,6.61528851564438e-14,6.31072634949143
88,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",1.467799267622069,0.001,H,1.20533162469990e-15,0.0663859970708430
89,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",1.467799267622069,0.001,T,2.01553111092072e-14,1.92273780044923
90,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",2.154434690031882,0.001,H,5.62107355446714e-16,0.0309591621820060
91,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",2.154434690031882,0.001,T,6.14629203000183e-15,0.586332205672870
92,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",3.1622776601683795,0.001,H,2.50049236282646e-16,0.0137719508285193
93,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",3.1622776601683795,0.001,T,1.88248251362754e-15,0.179581464559132
94,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",4.6415888336127775,0.001,H,1.07807746728004e-16,0.00593772254194472
95,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",4.6415888336127775,0.001,T,5.78271515594441e-16,0.0551648394774013
96,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",6.812920690579608,0.001,H,4.41116770413565e-17,0.00242953690324567
97,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",6.812920690579608,0.001,T,1.78850080116767e-16,0.0170615976995162
98,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",10.0,0.001,H,1.71639171232074e-17,0.000945336311199117
99,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",10.0,0.001,T,5.46369208057543e-17,0.00521214841905296
100,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.001,0.001,H,4.00204143615012e-14,2.20420260792380
101,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.001,0.001,T,2.40019111331840e-10,22896.8838876987
102,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.0014677992676220691,0.001,H,4.03165248464698e-14,2.22051147212760
103,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.0014677992676220691,0.001,T,2.41397674285902e-10,23028.3933984035
104,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.0021544346900318843,0.001,H,4.09142297005467e-14,2.25343123618162
105,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.0021544346900318843,0.001,T,2.44310828586259e-10,23306.2969178029
106,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.0031622776601683794,0.001,H,4.21651769340066e-14,2.32232960213707
107,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.0031622776601683794,0.001,T,2.50350238430456e-10,23882.4329812416
108,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.004641588833612777,0.001,H,4.47901877070438e-14,2.46690720544451
109,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.004641588833612777,0.001,T,2.62377162099541e-10,25029.7544309762
110,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.006812920690579608,0.001,H,4.96760995497007e-14,2.73600835788111
111,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.006812920690579608,0.001,T,2.84470493518452e-10,27137.3717843788
112,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.01,0.001,H,5.81659894706736e-14,3.20360565299549
113,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.01,0.001,T,3.19570091916893e-10,30485.7361065966
114,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.01467799267622069,0.001,H,7.14558244207788e-14,3.93556931012540
115,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.01467799267622069,0.001,T,3.61893923981870e-10,34523.2640480046
116,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.021544346900318832,0.001,H,8.82555104589246e-14,4.86084488181473
117,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.021544346900318832,0.001,T,3.86588432833793e-10,36879.0235486074
118,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.03162277660168379,0.001,H,1.03610481926632e-13,5.70654997242158
119,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.03162277660168379,0.001,T,3.55353337438027e-10,33899.3176888134
120,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.046415888336127774,0.001,H,1.08027047641376e-13,5.94980096873981
121,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.046415888336127774,0.001,T,2.59093412770911e-10,24716.4975962319
122,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.06812920690579612,0.001,H,9.57321346487822e-14,5.27263458466207
123,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.06812920690579612,0.001,T,1.45302017193619e-10,13861.2437895872
124,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.1,0.001,H,7.20865685091721e-14,3.97030877463994
125,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.1,0.001,T,6.46257138651968e-11,6165.04018500945
126,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.1467799267622069,0.001,H,4.77921908642302e-14,2.63224840177233
127,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.1467799267622069,0.001,T,2.42911645550561e-11,2317.28203320083
128,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.21544346900318823,0.001,H,2.90728405285674e-14,1.60124356369650
129,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.21544346900318823,0.001,T,8.19717035878212e-12,781.977971967525
130,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.31622776601683794,0.001,H,1.66895230498858e-14,0.919208129612745
131,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.31622776601683794,0.001,T,2.59452629374376e-12,247.507654543805
132,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.46415888336127775,0.001,H,9.17262311206884e-15,0.505200161160096
133,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.46415888336127775,0.001,T,7.91385325917265e-13,75.4950629448167
134,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.6812920690579608,0.001,H,4.81290331421440e-15,0.265080064915113
135,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.6812920690579608,0.001,T,2.36989265652421e-13,22.6078484674176
136,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",1.0,0.001,H,2.45102564710030e-15,0.134995032150985
137,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",1.0,0.001,T,7.04972532637676e-14,6.72516206490948
138,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",1.467799267622069,0.001,H,1.19899805025035e-15,0.0660371630684497
139,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",1.467799267622069,0.001,T,2.10332168219253e-14,2.00648656969062
140,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",2.154434690031882,0.001,H,5.59074613617655e-16,0.0307921279931945
141,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",2.154434690031882,0.001,T,6.32269705128447e-15,0.603160554328537
142,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",3.1622776601683795,0.001,H,2.51255377438283e-16,0.0138383814120901
143,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",3.1622776601683795,0.001,T,1.91695063196706e-15,0.182869588155074
144,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",4.6415888336127775,0.001,H,1.08156075031813e-16,0.00595690740466841
145,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",4.6415888336127775,0.001,T,5.87761734671518e-16,0.0560701692366480
146,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",6.812920690579608,0.001,H,4.42450165904141e-17,0.00243688083974561
147,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",6.812920690579608,0.001,T,1.80391569450152e-16,0.0172086497491833
148,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",10.0,0.001,H,1.72120087700035e-17,0.000947985052722124
149,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",10.0,0.001,T,5.49690185278235e-17,0.00524382924204824
150,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.001,0.01,H,2.26102620694819e-13,3.93799832572827
151,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.001,0.01,T,8.66723223189750e-11,2614.63452578419
152,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.0014677992676220691,0.01,H,2.25907690196385e-13,3.93460324797948
153,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.0014677992676220691,0.01,T,8.65932210263944e-11,2612.24828568953
154,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.0021544346900318843,0.01,H,2.25447092358992e-13,3.92658107863480
155,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.0021544346900318843,0.01,T,8.64231496669240e-11,2607.11776147579
156,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.0031622776601683794,0.01,H,2.24624952263190e-13,3.91226197737523
157,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.0031622776601683794,0.01,T,8.60583476262673e-11,2596.11281797067
158,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.004641588833612777,0.01,H,2.22772519246033e-13,3.87999840564983
159,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.004641588833612777,0.01,T,8.52790330053690e-11,2572.60331851651
160,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.006812920690579608,0.01,H,2.19058627821323e-13,3.81531406821270
161,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.006812920690579608,0.01,T,8.36352287706024e-11,2523.01485485410
162,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.01,0.01,H,2.11269739960042e-13,3.67965607688667
163,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.01,0.01,T,8.02428482430755e-11,2420.67728024491
164,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.01467799267622069,0.01,H,1.95912330127552e-13,3.41217817671010
165,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.01467799267622069,0.01,T,7.35670571458216e-11,2219.28941589803
166,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.021544346900318832,0.01,H,1.67984009418715e-13,2.92575444639762
167,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.021544346900318832,0.01,T,6.16292536643200e-11,1859.16299595639
168,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.03162277660168379,0.01,H,1.25518110043445e-13,2.18613170285554
169,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.03162277660168379,0.01,T,4.37533723215274e-11,1319.90322666491
170,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.046415888336127774,0.01,H,7.59332481490282e-14,1.32251896576462
171,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.046415888336127774,0.01,T,2.38672244763538e-11,719.999966319748
172,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.06812920690579612,0.01,H,3.56210899723882e-14,0.620407637208316
